nr;Hotelname;Adress;Zipcode;Place;Numberofrooms;Reviewtitle;Reviewtext;Reviewrating;Yearwrotereview
10362;WestCord ApartHotel Boschrijck;Sportlaan 5, 8881 EP, Terschelling Nederland;8881 EP;NA;NA;Oerol bezoek;We gaan al jaren naar dit hotel tijdens Oerol en de kamers zijn prima. Wel wordt de prijs jaarlijks hoger. Wat ons niet beviel was dat wij wilden verblijven van woensdag tot zondag en het niet mogelijk was om te boeken tm zaterdag. Dit betekent dus een dag extra betalen terwijl.;4;2019
 6802;Haje Hotel Restaurant Joure;Klokmakkerij 1, 8501 ZS Joure Nederland;8501 ZS;Joure; 47;een gezellig hotel;We hebben hier 1 nacht geslapen. De standaard kamer is klein, maar wel van alle gemakken voorzien.( geen waterketel) De wc/douche schuifdeuren heb ik nog niet eerder meegemaakt. De buitendeur(begane grond) in de kamer bleek niet op slot te zijn, terwijl we Joure aan het.;3;2017
12728;Strandhotel Vigilante & Strandhuys Makkum;Holle Poarte 10, 8754 HC Makkum Nederland;8754 HC;Makkum;NA;zeezicht;Verbijf voor 1nacht.We hadden een luxe kamer met zeezichtUitzicht was geweldig,maar zal in de zomer warm zijn..Kamer was ruim en schoon.Voldoende handdoeken.Koffie/thee faciliteiten.Ontbijt niet te uitbundig maar voldoende.Erg vriendelijk personeel.;4;2017
10414;WestCord ApartHotel Boschrijck;Sportlaan 5, 8881 EP, Terschelling Nederland;8881 EP;NA;NA;Zeer schoon, ruime appartementen, goede ligging;We waren met de hele familie in 4 verschillende appartementen, heel schoon en erg ruim. Het ontbijt was fantastisch en de bediening vriendelijk. De ligging is mooi in het bos maar dichtbij west Terschelling.;5;2017
 4123;WestCord Hotel Noordsee;Strandweg 42, 9163 GN, Ameland Nederland;9163 GN;NA;NA;Vierdaags bezoek aan Ameland;Prima hotel en uitvalsbasis, niet te ver van de veerboot en in het midden van het eiland. T.g.v. ons huwelijksfeest heerlijk in het restaurant gegeten. Overdag van het management een heerlijke fles wijn op de kamer ontvangen. Een mooie en onvergetelijke attentie!;4;2016
 8211;Boerderij Welgelegen;Welgelegen 15, 8571 RG Harich Nederland;8571 RG;Harich; 16;Een juweeltje;Nauwelijks een toeristische metropool, Harich ligt naast het aangename stadje Balk en het Hotel Welgelegen is een rustieke oude school genot. Gerund door twee vriendelijke broers, het is huiselijk en zelfgemaakte. Diner is altijd goed, lekker en voedzaam. Ze hebben een paar.;4;2016
 3497;Post-Plaza Hotel & Grand Café;Tweebaksmarkt 27, 8911 KW Leeuwarden Nederland;8911 KW;Leeuwarden; 82;Voor herhaling vatbaar;Het is een mooi authentiek hotel. De kamers zijn ruim en goed ingericht en uitgerust, goed ontbijt en diner. Aangevuld met een behulpzame en vriendelijke bediening. Het hotel is op loopafstand van het centrum.;5;2016
 2065;Hotel Nap;Torenstraat 55, 8881 BH West-Terschelling, Terschelling Nederland;8881 BH;West-Terschelling, Terschelling; 32;Warm;Op zich een aardig hotel, goed & aardig personeel, eenvoudig goed ontbijt, ruime kamer, lekkere regen douche en locatie. Wat ons erg tegenviel was de temperatuur op de kamer. Er kon beperkt een raampje open wat niet veel verse lucht opbracht. De aangeboden ventilator bracht.;3;2016
 2634;Hotel DoniaState;Badweg 2, 8899 BV, Vlieland Nederland;8899 BV;NA;345;Uitstekend hotel;Het afgelopen weekend heerlijk tot rust gekomen in hotel Doniastate! De service was prima, werd van te voren ingelicht door de eigenaar over de gewijzigde tijd van de boot. De kamer was erg schoon en netjes en het was er goed vertoeven! De badkamer was niet groot...maar wel.;4;2013
 1380;Van der Valk Hotel Sneek;Burgemeester Rasterhofflaan 1, 8606 KZ Sneek Nederland;8606 KZ;Sneek;112;Hotel uitstekend, keuken minder;Luxueus hotel. Heel mooie inkom, dito restaurant en bar, en heel leuk terras. Kamer ruim en mooi ingericht, het wat aftandse bureau daargelaten. Balkon met zicht op het water, wel geen privé balkon en geen tafeltje. Zou wel leuk zijn op je glas op te zetten als je buiten een.;4;2016
  781;WestCord WTC Hotel Leeuwarden;Heliconweg 52, 8914 AT Leeuwarden Nederland;8914 AT;Leeuwarden;143;praktisch, duurzaam, ontspannen genieten;"Ontvangst prima. Kamerinrichting praktisch en duurzaam (in vergelijking met meeste hotels) wat betreft soort 'glas'werk en drukflacons in badkamer; verduisterde gordijnen, comfortabel bed (minpuntje leesbedlampje onvoldoende, té recht té ver?), extra leren kussens,.";4;2018
 3382;Post-Plaza Hotel & Grand Café;Tweebaksmarkt 27, 8911 KW Leeuwarden Nederland;8911 KW;Leeuwarden; 82;Mooi hotel;Wij zijn hier met onze kinderen geweest en mij 70 verjaardag gevierd. Het is een mooi hotel en super bediening, ontbijt prima en diner ook. Wij komen zeker terug. Wij hadden een kamer in het oude postkantoor en daar kunnen de ramen niet open omdat het een historisch pand is. De.;5;2016
 3652;Post-Plaza Hotel & Grand Café;Tweebaksmarkt 27, 8911 KW Leeuwarden Nederland;8911 KW;Leeuwarden; 82;Mooi Vriendelijk Modern Hotel;We verbleven hier tijdens de KFPS Horse show in het WTC in januari bijwoonden.  Het hotel is zeer modern, kamer first class, schoon , heerlijk inloopdouche en ruim. Personeel zeer behulpzaam. Onze Nederlandse conversational vaardigheden zeer vrijwel nul maar alle medewerkers die.;5;2015
10324;WestCord Hotel Schylge;Burg. van Heusdenweg 37, 8881 ED West-Terschelling, Terschelling Nederland;8881 ED;West-Terschelling, Terschelling;NA;Uitstekend Hotel!;We verbleven een lang weekend in de WestCord Hotel Schylge op het eiland Terschelling. Dit hotel is echt uitstekend. Super service. Uitstekend eten. Super locatie op de Waddenzee. De kamers zijn ruim en mooi ingericht. Het bed was geweldig ( wilde nemen het home met mij!). Het.;5;2012
 1228;Van der Valk Hotel Sneek;Burgemeester Rasterhofflaan 1, 8606 KZ Sneek Nederland;8606 KZ;Sneek;112;Prachtig hotel;Het hotel oogt als nieuw. Mooie entree en een zeer vriendelijke jongeman aan de balie, die je direct het gevoel gaf dat je als gast welkom was. De kamer was mooi ruim en de badkamer prachtig. We hebben ons zeer goed thuis gevoeld.;5;2019
 8201;De Cyprian Bed & Breakfast;Baaiduinen 13, 8884 HG Baaiduinen Nederland;8884 HG;Baaiduinen; 25;Prime plek voor een korte vakantie!;Goede, ietwat kleine, kamers. Wel allemaal schoon en je kunt zelf drinken pakken en bier tappen aan de bar. Er is geen eigen badkamer of wc, daarvoor moet je de gang op. Voor een weekend of korte trip is dit prima te doen! Eigenaar erg vriendelijk.;3;2015
12024;Van der Valk Hotel Drachten;Lavendelheide 4, 9202 PD Drachten Nederland;9202 PD;Drachten; 90;Graag terugkeren hier;"""Dit is mijn tweede herziening van de """"Van der Valk Hotel Drachten"""".  Tijdens mijn vorige bezoek was opknapbeurten werkzaamheden in de receptie en restaurant. Het gevolg is dat een gloednieuwe ingang en de receptie was beckoning om ons aan de onderkant van een nieuwe grote.""";4;2014
 1920;Hotel Zeezicht Vlieland;Havenweg 1, 8899 BB, Vlieland Nederland;8899 BB;NA; 41;Dichtbij veerboot en de Dorpstraat gelegen hotel;Prima hotelaccomodatie , gunstig gelegen nabij aankomst en vertrek ligplaats Doeksen ( veerdienst Vlieland Harlingen vv.). Kamer was netjes en goed schoongemaakt. Kamer 105 was voorzien van twee een persoonsbedden en een zitje met twee stoelen en tafeltje. Badkamer schoon,.;4;2017
 9012;Oranje Hotel Leeuwarden;Stationsweg 4, 8911 AG Leeuwarden Nederland;8911 AG;Leeuwarden; 78;Prachtige;Het personeel was geweldig! Dit is de beste ervaring die ik ooit heb gehad. Tony, alletha, Laura, Anke, en Shanne waren er altijd om tegemoet te komen aan mijn behoeften. Ze zijn een geweldig personeel en gewoon heel goede mensen. Ik kon geen betere hotel!;5;2017
 9598;Oranje Hotel Leeuwarden;Stationsweg 4, 8911 AG Leeuwarden Nederland;8911 AG;Leeuwarden; 78;Top;Goede service, lekker ontbijt. De kinderen vonden het geweldig. Vriendelijk en hulpvaardig personeel.  Alles zag er netjes en verzorgd uit.  Eigenlijk niks op aan te merken.  Als het mogelijk is, toilet en badkamer scheiden.  Verder top.;4;2015
 1513;Van der Valk Hotel Sneek;Burgemeester Rasterhofflaan 1, 8606 KZ Sneek Nederland;8606 KZ;Sneek;112;Super!!!;Geweldig mooi en goed hotel,  heel makkelijk van af de snelweg te bereiken met de auto,  ontvangst is hartelijk, personeel vriendelijk en behulpzaam  kamers zeer ruim en schoon, bedden heel goed,  ontbijt is super goed,  s,avonds  gedineerd was ook super goed,  bediening zeer.;5;2015
 2499;Lodgehotel de Lelie;Houtmolen 8, 8754 GJ Makkum Nederland;8754 GJ;Makkum;NA;uitstekend voor fietsers;"""Alles wat een fietser nodig heeft: Plaats om de fiets te stallen, naast """"het huisje"""". Een goed bed, 2x eenpersoons. Een goede douche. Een ruim ontbijt. Dit alles is aanwezig in dit Lodgehotel. Aan te bevelen, ook voor meerdere nachten. Het dorp is op loop/fietsafstand. Alle huisjes staan in een grote loods..""";4;2017
  681;WestCord WTC Hotel Leeuwarden;Heliconweg 52, 8914 AT Leeuwarden Nederland;8914 AT;Leeuwarden;143;Business Travel water evenement!;Zijn ondergebracht daar twee nachten in januari 2017 . De kamer was groot, mooi en schoon en het personeel was vriendelijk, beleefd en zeer attent. Het ontbijt was goed genoeg, verschillende meniu en uitstekende service in het restaurant.;5;2017
 5631;Herberg de Waard van Ternaard;de Groedse 3, 9145 RG Ternaard Nederland;9145 RG;Ternaard;NA;Geweldig!;Heerlijk gegeten! Als vegetariër valt het vaak niet mee om in een restaurant te ontkomen aan risotto met champions of iets dergelijks. De Waard van Ternaard schotelde ons echter een compleet feestmaal voor met heel veel gangen en bijzondere gerechten. Prachtige smaakcombinaties.;5;2016
10183;WestCord Hotel Schylge;Burg. van Heusdenweg 37, 8881 ED West-Terschelling, Terschelling Nederland;8881 ED;West-Terschelling, Terschelling;NA;Mooi gelegen comfortabel hotel, op 10 minuten lopen van het centrum en de haven.;Twee nachten in dit hotel verbleven. Aardig personeel. Mooie ruime kamer op de bovenste verdieping, badkamer met nieuw sanitair. Uitstekende bedden. Schoon. Zeer uitgebreid ontbijt. Ook een uurtje het zwembad gebruikt, wat best wel leuk was. Enig minpuntje ( sorry WestCord), de.;4;2016
 5938;Hotel Graaf Bernstorff;Reeweg 1, 9166 PW, Schiermonnikoog Nederland;9166 PW;NA; 18;Zeer ontspannen hotel, prachtige eiland!;We brachten 3 nachten met ons gezin ( 2 volwassenen, 3 kinderen) in een hotel appartement in Graaf Bernstorff. Als u natuur en fiets wilt verkennen, is dit een prachtige plek. Het is een zeer ontspannend om een paar dagen door te brengen zonder verkeer! Het eiland heeft een.;4;2012
  175;Hotel Café Restaurant de Posthoorn;Diepswal 21, 9101 LA Dokkum Nederland;9101 LA;Dokkum; 35;Toch wel wat vergane glorie;De eetzaal en het café zijn prima. De kamer was op zich goed. Onder de kap, aan de lage kant en nog wel wat rumoerig van buiten. Voor één nacht wel aan te raden maar niet voor een echt verblijf. het ontbijt was iets te sober. Eigenlijk is het hotel iets te duur voord e kwaliteit;3;2018
 3612;Post-Plaza Hotel & Grand Café;Tweebaksmarkt 27, 8911 KW Leeuwarden Nederland;8911 KW;Leeuwarden; 82;genieten;wij hebben enkele dagen in het hotel verbleven het was zeer aangenaam vriendelijk personeel zowel hotel als restaurantstaf lekker ook. Mooi ontbijt en dit alles door zeer jonge mensen een aanrader. Ook zijn de kamers met regendouche en zeer geschikt voor personen die moeilijk te.;4;2016
 2357;Vlierijck;Willem De Vlaminghweg 2, 8899 AV, Vlieland Nederland;8899 AV;NA; 39;Heerlijk!;We waren hier voor de tweede keer. Heerlijk appartement. Zeer compleet en mooi ruim. Mooi gelegen:vlakbij de boot en aan de rand van het dorp. Korting op de huur van een fiets en rekening loopt via het hotel. Fijn zwembad met lekker warm water. We kijken al weer uit naar de.;4;2013
10601;Golden Tulip Tjaarda Oranjewoud;Koningin Julianaweg 98, 8453 WH Oranjewoud Nederland;8453 WH;Oranjewoud;NA;heerlijk fietsen en verblijven in zo friesland;bij toeval belanden wij in het hotel in oranjewoud, en of wij het er naar onze zin hadden...zeker weten ruime, propere en wel ingerichte kamers staan er u op te wachten na een flinke wandeling of fietstocht, die allen voor het hotel starten. het personeel is uiterst vriendelijk,.;4;2013
 3868;Van der Valk Hotel Wolvega-Heerenveen;Atalanta 10, 8472 CA, Wolvega Nederland;8472 CA;NA;105;sfeer vol onverwacht etentje;Onverwacht hier gegeten en er waren gelukkig nog tafels vrij op zaterdag eind van de middag.  Heerlijk mais kipvleugel gegeten. Gerechten waren goed warm de kip lekker mals en voldoende groenten en gebakken aardappel / friet. Alleen bij het broodplankje blijft het lastig met een.;4;2017
 3153;Landgoed Lauswolt;Van Harinxmaweg 10, 9244 CJ Beetsterzwaag Nederland;9244 CJ;Beetsterzwaag;NA;Lekker relaxt weekendje;Een lekker relaxt weekend op landgoed Lauswolt. Het is allemaal een beetje 'truttig' maar wel een prima sfeertje. De service is van hoog niveau. Men diet echt haar best je get naar de zin te maken. Neem aan get einde van de avond zeker een gin tonic. Een aanrader!;4;2016
 4078;WestCord Hotel Noordsee;Strandweg 42, 9163 GN, Ameland Nederland;9163 GN;NA;NA;Heel goed tegen uitstekend aan.;Heel fijn hotel, goed eten en heel vriendelijke bediening. Dat laatste is niet zo vanzelfsprekend meer helaas. Zeker voor herhaling vatbaar. Als ik naar Terschelling ga, wat de bedoeling is, ga ik zeker naar het WestCord hotel.;4;2013
 3985;WestCord Hotel Noordsee;Strandweg 42, 9163 GN, Ameland Nederland;9163 GN;NA;NA;Heel fijn hotel met bijzonder aardig personeel! .;Leuke dagen gehad met onze familie en goed gegeten in het restaurant En kamers zijn zeer netjes en bedden heerlijk. Alles netjes schoon en personeel van schoonmaak, receptie tot restaurant fantastisch!;5;2018
 8445;header Recreatiecentrum De Holle Poarte;De Holle Poarte 2, 8754 HC Makkum Nederland;8754 HC;Makkum;NA;Immer (noch) wieder gut;Selbst mit Family und Surf-Kumpels immer wieder sehr tauglich. Die Sanitärräume sind vorbildlich und dass sie regelmäßig, fast ständig, selbst im Oktober noch sauber gemacht werden ist top. Das Personal ist sehr freundlich, selbst nachts wenn beim Fönen wegen den Ladies die.;4;2014
10075;WestCord Hotel Schylge;Burg. van Heusdenweg 37, 8881 ED West-Terschelling, Terschelling Nederland;8881 ED;West-Terschelling, Terschelling;NA;Ben er 2 dagen geweest,tijdens de Berenloop;Eenvoudig hotel. klantvriendelijk.  Doen niet moeilijk. We kregen korting bij gebruik van sauna. sauna Was erg klein. had er iets meer van verwacht. Wij waren de enigste 2 op dat moment. kamer Was goed verzorgd. ontbijt Was uitstekend verzorgt. veel keus. vind het wel een duur.;3;2016
 2271;Pension Op'e Koai;It String 9, 9011 TA Jirnsum Nederland;9011 TA;Jirnsum;  5;Hier is rust.;Basic kamer met moderne badkamer. Prima bed. Prima ontbijt. Wij bleven maar een nacht maar het is zeer geschikt om langer te blijven. Er is een gezamenlijke woonkamer met bibliotheek.   Het is een zeer rustige locatie. Vlakbij Gouw en Terhorne, met veel toerisme.  Prima uitvalsbasis voor (boot)tochten. Het is onderdeel van een watersportbedrijf, ze verhuren zeilboten, motorboten en fietsen..;4;2015
 7604;Ster Logies Leeuwarden;Mr. P.J. Troelstraweg 133, 8919 AA Leeuwarden Nederland;8919 AA;Leeuwarden;  7;Super verblijf,;Mijn vriend en ik hebben een aantal nachten in bed en breakfast gelogeerd, super schone kamers, van alle gemakken voorzien, onbeperkt koffie ,thee. Een heerlijk en uitmuntend ontbijt! Een zeer nette uitziende tuin waar u heerlijk tot rust kunt komen! Onze kamer werd dagelijks.;5;2015
11769;Van der Valk Hotel Drachten;Lavendelheide 4, 9202 PD Drachten Nederland;9202 PD;Drachten; 90;Genoten !!!;We waren hier met z'n achten en hebben allemaal genoten. De kinderen hadden de kamer van standaard naar comfort geboekt en waren zeer tevreden ook de standaard kamers heel fijn.  Heerlijk en ruim gesorteerd ontbijt. We vonden het allemaal voor herhaling vatbaar.;5;2016
 5465;Hotel Ameland;Strandweg 48, 9163 GN Nes, Ameland Nederland;9163 GN;Nes, Ameland; 37;Eenvoudig maar goed;Vriendelijk hotel netjes en schoon. Vriendelijke benadering. Is alleen geschikt voor logies plus ontbijt, er zijn weinig andere faciliteiten. Wel is er een bar met wat zitjes maar dat voelt wat eenzaam en stil.;4;2017
 3270;Post-Plaza Hotel & Grand Café;Tweebaksmarkt 27, 8911 KW Leeuwarden Nederland;8911 KW;Leeuwarden; 82;super mooi Grand Cafe.;oud postkantoor en vele oude dingen wederom gebruikt in de decoratie. wat een super zaak. je ziet ook geld maakt niet uit het moet compleet passen. ditto de toileten niet normal de deco in verwerkt. dit moet in Nederland veel meer gedaan worden.  super goed personeel met een.;4;2016
 7637;Watersportcamping Heeg;De Burd 25a, 8621 JX Heeg Nederland;8621 JX;Heeg;NA;Perfect voor jonge chikdren;We namen drie onder-10 s, en ze vonden het geweldig. Tegen het einde van de week liepen ze Heeg in, het nabijgelegen dorp, om ontbijt en lekkernijen te kopen.  De camping is rustig, schoon en kijkt uit op een meer dat ondiep en rustig is en perfect voor kano's, motorboten,.;5;2017
 5263;Stenden Hotel;Rengerslaan 8, 8917 DD Leeuwarden Nederland;8917 DD;Leeuwarden; 28;"""Leuk """"opleiding"""" hotel""";Locatie niet bijzonder, service perfekt. Mooie kamer, lekker bed. Gelegenheid om zelf koffie en thee te zetten. Wel een eindje lopen voor dat je van de receptie bij de kamers bent. Bar niet echt sfeervol, maar ontbijt buitengewoon goed en verzorgd.;4;2016
 2132;Hotel Nap;Torenstraat 55, 8881 BH West-Terschelling, Terschelling Nederland;8881 BH;West-Terschelling, Terschelling; 32;Rust en prachtig interieur;Veel waardering voor personeel. Erg vriendelijk. Zeker het meisje dat de ontbijtzaal runde.  Interieur straalt rust uit. Nodigt uit tot gebruiken goede maaltijd. Hotel ligt onder de Brandaris: haven, wad, duinen: op loopafstand !;5;2011
 6684;Hofker hotel;Joh Hofkerweg 1, 2042 AV Nes, Ameland Nederland;2042 AV;Nes, Ameland;314;Weekje Ameland;Gezellig hotel, ook sfeervolle kamers, mooie badkamer, koffie/thee faciliteiten op kamer. Goed ontbijt , gezellige bar/huiskamer. Vriendelijk personeel , zeer schoon overal. Hotel ligt in het centrum van Nes, restaurants en winkels en bus vlakbij.;4;2017
 1487;Van der Valk Hotel Sneek;Burgemeester Rasterhofflaan 1, 8606 KZ Sneek Nederland;8606 KZ;Sneek;112;Wauw wat een topkamer!;Ik had als verrassing voor mijn man een andere kamer geboekt omdat we wat te vieren hadden, maar dit hadden we niet verwacht. Wat een grote,prachtige en gezellige kamer. Als welkom en omdat we wat te vieren hadden stond er een fles bubbels koud met glazen, met daarbij wat te.;5;2017
